Pai;Pwh;Pwi;Pwb;wiv;wro;wpc;wpg;wpo;wrg
7391610.191181274;2973013.182723315;7388158.830060963;12293158.830060963;0.5342634777208746;13.527101060015736;10.5679497761311;0.8367931201577365;9.731156655973363;0.13527101060015737
7394399.686834731;2972706.578322505;7390944.229928317;12295944.229928317;0.5346812555447796;13.520139424460304;10.569983851376836;0.8360282276694403;9.733955623707397;0.13520139424460303
7397187.421833179;2972405.5352022653;7393727.808104221;12298727.80810422;0.535103602724102;13.513178758980237;10.572036608497228;0.8352694139555181;9.73676719454171;0.13513178758980238
7399973.377049028;2972110.0454923185;7396509.545528957;12301509.545528956;0.5355305076122899;13.506219112773291;10.574108051894887;0.8345166614412609;9.739591390453628;0.1350621911277329
7402757.533403452;2971820.1013407344;7399289.423190019;12304289.42319002;0.5359619585869024;13.499260535020227;10.57619818559866;0.8337699526531385;9.742428232945521;0.13499260535020227
7405539.871866284;2971535.6949135037;7402067.422122009;12307067.42212201;0.5363979440509821;13.492303074885035;10.578307013262224;0.8330292702180289;9.745277743044195;0.13492303074885034
7408320.373455921;2971256.8183941524;7404843.523406577;12309843.523406576;0.5368384524308217;13.485346781514941;10.580434538162933;0.8322945968624802;9.748139941300453;0.13485346781514942
7411099.019239214;2970983.4639833122;7407617.708172324;12312617.708172325;0.5372834721763897;13.478391704040611;10.582580763200433;0.8315659154119497;9.751014847788483;0.13478391704040613
7413875.790331382;2970715.6238983283;7410389.957594735;12315389.957594734;0.5377329917606681;13.471437891576237;10.58474569089545;0.830843208790067;9.753902482105381;0.13471437891576238
7416650.667895908;2970453.2903728466;7413160.252896087;12318160.252896087;0.5381869996795601;13.464485393219618;10.586929323388507;0.8301264600178941;9.756802863370613;0.1346448539321962
7419423.633144448;2970196.455656418;7415928.575345403;12320928.575345403;0.5386454844500677;13.45753425805228;10.589131662438735;0.8294156522131914;9.759716010225544;0.1345753425805228
7422194.66733674;2969945.112014088;7418694.906258354;12323694.906258354;0.5391084346107644;13.450584535139551;10.591352709422596;0.828710768589689;9.762641940832907;0.1345058453513955
7424963.751780521;2969699.251725995;7421459.226997193;12326459.226997193;0.5395758387224012;13.443636273530675;10.593592465332659;0.8280117924563598;9.765580672876299;0.13443636273530676
7427730.8678314295;2969458.867086981;7424221.518970704;12329221.518970704;0.5400476853646339;13.436689522258837;10.595850930776471;0.8273187072167069;9.768532223559765;0.13436689522258838
7430495.99689293;2969223.9504061798;7426981.763634113;12331981.763634112;0.5405239631384143;13.429744330341288;10.598128105975281;0.8266314963680396;9.771496609607242;0.1342974433034129
7433259.120416223;2968994.4940066286;7429739.942489047;12334739.942489047;0.5410046606629952;13.422800746779355;10.60042399076294;0.8259501435007705;9.774473847262168;0.13422800746779356
7436020.21990017;2968770.4902248643;7432496.0370834395;12337496.03708344;0.5414897665783783;13.41585882055858;10.602738584584664;0.8252746322977056;9.777463952286958;0.1341585882055858
7438779.276891212;2968551.931410537;7435250.029011506;12340250.029011507;0.5419792695419531;13.40891860064868;10.605071886495963;0.824604946533346;9.780466939962617;0.13408918600648678
7441536.2729832865;2968338.809926012;7438001.899913667;12343001.899913667;0.5424731582288583;13.401980136003639;10.607423895161475;0.8239410700731912;9.783482825088283;0.13401980136003638
7444291.189817764;2968131.118145972;7440751.631476486;12345751.631476486;0.5429714213328355;13.395043475561753;10.609794608853802;0.8232829868730401;9.786511621980761;0.13395043475561752
7447044.009083365;2967928.848457032;7443499.20543262;12348499.20543262;0.543474047564717;13.38810866824567;10.612184025452452;0.8226306809783127;9.789553344474138;0.13388108668245668
7449794.712516101;2967731.993257353;7446244.603560777;12351244.603560777;0.5439810256516977;13.381175762962364;10.614592142442772;0.8219841365233631;9.79260800591941;0.13381175762962363
7452543.281899187;2967540.5449562403;7448987.807685647;12353987.807685647;0.5444923443373164;13.374244808603223;10.617018956914775;0.8213433377307954;9.79567561918398;0.13374244808603222
7455289.699062993;2967354.4959737686;7451728.799677863;12356728.799677864;0.5450079923812889;13.367315854044012;10.61946446556217;0.8207082689107967;9.798756196651373;0.13367315854044012
